BHC_NAME,RSSD_ID,REPORTING_MONTH,PORTFOLIO_ID,SEGMENT_ID,Product Type,Age,Credit Score,Delinquency Status,Education Level,# Accounts,$ Outstandings,# Accounts in Repayment,$ Outstandings in Repayment,# New Disbursements,$ New Disbursements,$ Unpaid Principal Balance with Co-Signer,$ Unpaid Principal Balance in Grace,$ Unpaid Principal Balance in Deferment,$ Unpaid Principal Balance in Forbearance,$ Gross Contractual Charge-offs,$ Bankruptcy Charge-offs,$ Recoveries,$ Net Charge-offs,Adjustment Factor,WAL
Bank_288,148812,2025-02,Student,105030204,01 - Managed - Gov Guaranteed,05 - Age < 3 years,,02 - 30-59 DPD,04 - Not available,8582,415.76,220,76.55,884,19.18,71.48,7.83,45.59,47.96,4.89,1.95,0.53,6.31,0.0,40
Bank_289,402476,2025-02,Student,105030301,01 - Managed - Gov Guaranteed,05 - Age < 3 years,,03 - 60-89 DPD,01 - Undergraduate - 4 year,7794,495.63,401,282.32,51,96.63,6.79,22.93,45.75,19.68,1.16,0.54,1.39,0.31,-0.0,48
Bank_290,242878,2025-02,Student,105030302,01 - Managed - Gov Guaranteed,05 - Age < 3 years,,03 - 60-89 DPD,02 - Graduate / Professional,7648,173.28,168,263.18,633,125.53,168.61,75.29,74.33,28.89,3.8,0.77,1.3,3.27,-0.0,71
Bank_291,475638,2025-02,Student,105030303,01 - Managed - Gov Guaranteed,05 - Age < 3 years,,03 - 60-89 DPD,"03 - Other (e.g. community college, trade school, etc.)",6523,193.52,278,256.8,592,173.37,62.84,67.25,66.4,14.76,3.92,1.49,0.49,4.92,0.0,72
Bank_292,640150,2025-02,Student,105030304,01 - Managed - Gov Guaranteed,05 - Age < 3 years,,03 - 60-89 DPD,04 - Not available,6033,248.85,258,146.13,227,198.49,106.59,68.63,31.68,30.09,3.45,0.77,0.11,4.11,0.0,68
Bank_293,385823,2025-02,Student,105030401,01 - Managed - Gov Guaranteed,05 - Age < 3 years,,04 - 90-119 DPD,01 - Undergraduate - 4 year,9872,408.21,333,271.93,495,26.39,61.18,39.29,59.74,66.62,3.51,0.83,0.27,4.07,0.0,16
Bank_294,613467,2025-02,Student,105030402,01 - Managed - Gov Guaranteed,05 - Age < 3 years,,04 - 90-119 DPD,02 - Graduate / Professional,2868,226.8,70,100.44,297,104.98,55.85,20.4,65.93,9.7,2.04,1.49,1.21,2.32,-0.73,46
Bank_295,764314,2025-02,Student,105030403,01 - Managed - Gov Guaranteed,05 - Age < 3 years,,04 - 90-119 DPD,"03 - Other (e.g. community college, trade school, etc.)",3117,384.12,413,148.0,746,70.59,114.89,51.25,75.24,33.59,4.42,1.56,0.34,5.64,-0.0,14
Bank_296,196829,2025-02,Student,105030404,01 - Managed - Gov Guaranteed,05 - Age < 3 years,,04 - 90-119 DPD,04 - Not available,8297,253.8,182,96.67,347,65.52,28.12,15.33,89.33,51.28,3.23,1.8,1.32,3.71,0.0,41
Bank_297,984882,2025-02,Student,105030501,01 - Managed - Gov Guaranteed,05 - Age < 3 years,,05 - 120+ DPD,01 - Undergraduate - 4 year,5440,468.74,151,126.55,596,170.18,100.37,24.28,23.96,56.15,4.73,1.59,0.12,6.2,0.0,24
Bank_298,484858,2025-02,Student,105030502,01 - Managed - Gov Guaranteed,05 - Age < 3 years,,05 - 120+ DPD,02 - Graduate / Professional,2607,397.66,156,247.05,647,108.22,151.75,67.06,37.59,98.2,1.61,0.3,0.27,1.64,-0.0,48
Bank_299,622616,2025-02,Student,105030503,01 - Managed - Gov Guaranteed,05 - Age < 3 years,,05 - 120+ DPD,"03 - Other (e.g. community college, trade school, etc.)",9078,413.14,393,207.13,774,114.05,101.09,98.6,41.91,26.06,1.45,0.21,0.87,0.79,0.0,45
Bank_300,164709,2025-02,Student,105030504,01 - Managed - Gov Guaranteed,05 - Age < 3 years,,05 - 120+ DPD,04 - Not available,4239,213.56,81,160.56,929,56.24,80.48,75.08,91.87,51.79,3.55,1.59,0.61,4.53,0.0,27
Bank_301,937037,2025-02,Student,201010101,02 - Managed - Private,01 - 6 years <= Age,XX - <=660,01 - Current & 1-29 DPD,01 - Undergraduate - 4 year,6910,212.45,423,279.43,745,105.76,62.81,84.72,13.62,60.11,3.51,1.73,1.07,4.17,0.85,61
Bank_302,932143,2025-02,Student,201010102,02 - Managed - Private,01 - 6 years <= Age,XX - <=660,01 - Current & 1-29 DPD,02 - Graduate / Professional,8272,431.45,223,71.41,175,36.74,51.86,8.12,36.06,33.61,3.5,0.58,0.61,3.47,0.0,41
Bank_303,104153,2025-02,Student,201010103,02 - Managed - Private,01 - 6 years <= Age,XX - <=660,01 - Current & 1-29 DPD,"03 - Other (e.g. community college, trade school, etc.)",2505,342.35,236,147.82,596,97.46,76.56,67.2,77.84,74.89,0.78,1.94,0.56,2.16,0.0,46
Bank_304,690602,2025-02,Student,201010104,02 - Managed - Private,01 - 6 years <= Age,XX - <=660,01 - Current & 1-29 DPD,04 - Not available,4872,187.25,434,279.3,750,48.07,170.72,18.45,22.48,21.48,3.57,0.15,1.09,2.63,0.0,40
Bank_305,396097,2025-02,Student,201010201,02 - Managed - Private,01 - 6 years <= Age,XX - <=660,02 - 30-59 DPD,01 - Undergraduate - 4 year,5460,494.21,72,11.13,613,28.15,70.05,53.89,73.99,80.42,1.86,1.46,0.79,2.53,-0.0,36
Bank_306,276651,2025-02,Student,201010202,02 - Managed - Private,01 - 6 years <= Age,XX - <=660,02 - 30-59 DPD,02 - Graduate / Professional,1939,434.54,77,65.73,892,60.06,90.75,48.54,79.73,16.61,3.07,1.16,0.94,3.29,0.0,55
Bank_307,247518,2025-02,Student,201010203,02 - Managed - Private,01 - 6 years <= Age,XX - <=660,02 - 30-59 DPD,"03 - Other (e.g. community college, trade school, etc.)",5157,54.62,270,169.86,961,56.88,144.92,21.48,30.56,59.97,3.63,1.89,0.64,4.88,0.0,56
Bank_308,503705,2025-02,Student,201010204,02 - Managed - Private,01 - 6 years <= Age,XX - <=660,02 - 30-59 DPD,04 - Not available,6770,305.84,310,53.37,11,115.52,147.46,10.75,71.0,90.25,1.81,0.49,1.33,0.97,0.1,68
Bank_309,495584,2025-02,Student,201010301,02 - Managed - Private,01 - 6 years <= Age,XX - <=660,03 - 60-89 DPD,01 - Undergraduate - 4 year,6964,134.51,76,293.46,324,85.22,76.66,6.73,28.33,84.81,1.01,0.95,0.69,1.27,0.0,68
Bank_310,164110,2025-02,Student,201010302,02 - Managed - Private,01 - 6 years <= Age,XX - <=660,03 - 60-89 DPD,02 - Graduate / Professional,5835,411.6,123,113.23,678,111.72,173.11,68.71,12.48,21.91,4.9,1.97,0.84,6.03,0.0,23
Bank_311,784363,2025-02,Student,201010303,02 - Managed - Private,01 - 6 years <= Age,XX - <=660,03 - 60-89 DPD,"03 - Other (e.g. community college, trade school, etc.)",4191,371.12,495,281.93,17,27.84,157.66,26.73,37.38,43.38,4.62,0.67,0.31,4.98,0.0,57
Bank_312,422237,2025-02,Student,201010304,02 - Managed - Private,01 - 6 years <= Age,XX - <=660,03 - 60-89 DPD,04 - Not available,7918,476.37,339,72.99,125,102.37,185.94,53.54,44.83,73.06,2.21,1.46,0.25,3.42,0.0,63
Bank_313,623091,2025-02,Student,201010401,02 - Managed - Private,01 - 6 years <= Age,XX - <=660,04 - 90-119 DPD,01 - Undergraduate - 4 year,7530,251.51,50,242.25,731,96.3,32.89,85.74,95.95,83.24,1.05,1.85,0.42,2.48,-0.0,32
Bank_314,159910,2025-02,Student,201010402,02 - Managed - Private,01 - 6 years <= Age,XX - <=660,04 - 90-119 DPD,02 - Graduate / Professional,3101,439.34,379,25.59,237,22.95,33.35,75.41,74.35,6.42,3.31,0.25,0.58,2.98,0.0,41
Bank_315,646691,2025-02,Student,201010403,02 - Managed - Private,01 - 6 years <= Age,XX - <=660,04 - 90-119 DPD,"03 - Other (e.g. community college, trade school, etc.)",6859,489.42,381,75.0,962,44.57,179.97,21.72,5.29,16.4,1.86,1.17,0.2,2.83,-0.04,57
Bank_316,216415,2025-02,Student,201010404,02 - Managed - Private,01 - 6 years <= Age,XX - <=660,04 - 90-119 DPD,04 - Not available,7316,425.91,320,88.78,727,8.17,11.0,64.66,16.27,92.74,4.58,0.57,0.84,4.31,-0.0,33
Bank_317,237542,2025-02,Student,201010501,02 - Managed - Private,01 - 6 years <= Age,XX - <=660,05 - 120+ DPD,01 - Undergraduate - 4 year,1923,168.86,154,200.31,773,154.3,70.74,47.98,19.79,78.42,4.36,0.7,0.65,4.41,0.0,42
Bank_318,639958,2025-02,Student,201010502,02 - Managed - Private,01 - 6 years <= Age,XX - <=660,05 - 120+ DPD,02 - Graduate / Professional,5495,369.42,324,201.87,677,50.38,50.72,94.24,86.91,20.3,0.92,0.72,0.3,1.34,0.0,53
Bank_319,927039,2025-02,Student,201010503,02 - Managed - Private,01 - 6 years <= Age,XX - <=660,05 - 120+ DPD,"03 - Other (e.g. community college, trade school, etc.)",2590,104.59,479,180.55,155,58.26,73.59,50.06,10.11,86.96,2.62,1.55,0.15,4.02,0.0,50
Bank_320,283691,2025-02,Student,201010504,02 - Managed - Private,01 - 6 years <= Age,XX - <=660,05 - 120+ DPD,04 - Not available,7550,255.13,450,37.36,820,50.15,84.71,64.51,54.38,34.16,2.99,1.91,1.44,3.46,-0.0,56
Bank_321,850517,2025-02,Student,201020101,02 - Managed - Private,01 - 6 years <= Age,XX - >660,01 - Current & 1-29 DPD,01 - Undergraduate - 4 year,2647,367.61,440,251.97,996,115.72,129.23,36.36,67.64,11.61,1.86,0.91,1.36,1.41,0.0,20
Bank_322,485200,2025-02,Student,201020102,02 - Managed - Private,01 - 6 years <= Age,XX - >660,01 - Current & 1-29 DPD,02 - Graduate / Professional,3451,267.92,308,232.98,593,90.88,193.26,71.01,18.05,95.54,1.31,1.13,0.24,2.2,0.06,25
Bank_323,702795,2025-02,Student,201020103,02 - Managed - Private,01 - 6 years <= Age,XX - >660,01 - Current & 1-29 DPD,"03 - Other (e.g. community college, trade school, etc.)",5631,165.15,66,267.7,24,165.86,154.62,99.39,21.7,82.42,5.0,0.77,1.31,4.46,0.0,25
Bank_324,420487,2025-02,Student,201020104,02 - Managed - Private,01 - 6 years <= Age,XX - >660,01 - Current & 1-29 DPD,04 - Not available,6573,238.94,439,54.36,679,63.03,188.33,24.63,50.17,61.34,2.23,0.84,0.38,2.69,0.0,24
Bank_325,206787,2025-02,Student,201020201,02 - Managed - Private,01 - 6 years <= Age,XX - >660,02 - 30-59 DPD,01 - Undergraduate - 4 year,5867,499.91,226,230.08,608,180.13,113.3,15.91,31.07,58.61,0.66,1.68,1.46,0.88,0.0,41
Bank_326,996559,2025-02,Student,201020202,02 - Managed - Private,01 - 6 years <= Age,XX - >660,02 - 30-59 DPD,02 - Graduate / Professional,9894,64.61,395,69.76,630,174.21,139.23,51.5,90.12,11.8,3.98,1.06,0.29,4.75,0.0,58
Bank_327,778912,2025-02,Student,201020203,02 - Managed - Private,01 - 6 years <= Age,XX - >660,02 - 30-59 DPD,"03 - Other (e.g. community college, trade school, etc.)",9026,449.81,120,13.94,477,150.75,7.69,50.47,10.1,84.47,0.66,0.9,0.61,0.95,-0.0,51
Bank_328,122730,2025-02,Student,201020204,02 - Managed - Private,01 - 6 years <= Age,XX - >660,02 - 30-59 DPD,04 - Not available,7389,350.16,61,163.84,901,6.24,10.72,65.6,7.55,18.1,4.22,0.64,1.11,3.75,0.0,27
Bank_329,937852,2025-02,Student,201020301,02 - Managed - Private,01 - 6 years <= Age,XX - >660,03 - 60-89 DPD,01 - Undergraduate - 4 year,9497,441.01,413,9.34,538,55.9,97.2,38.84,86.47,14.35,4.17,0.62,0.28,4.51,-0.78,42
Bank_330,381824,2025-02,Student,201020302,02 - Managed - Private,01 - 6 years <= Age,XX - >660,03 - 60-89 DPD,02 - Graduate / Professional,9924,301.02,360,167.63,825,27.02,169.18,69.37,95.22,66.61,3.19,0.42,0.19,3.42,0.0,12
Bank_331,718357,2025-02,Student,201020303,02 - Managed - Private,01 - 6 years <= Age,XX - >660,03 - 60-89 DPD,"03 - Other (e.g. community college, trade school, etc.)",8529,417.3,272,169.27,372,27.61,48.52,88.61,56.4,87.6,2.95,1.57,1.06,3.46,-0.0,36
Bank_332,621186,2025-02,Student,201020304,02 - Managed - Private,01 - 6 years <= Age,XX - >660,03 - 60-89 DPD,04 - Not available,7757,72.12,75,169.55,597,82.97,120.95,62.3,37.76,60.05,3.89,0.43,0.63,3.69,-0.0,33
Bank_333,912574,2025-02,Student,201020401,02 - Managed - Private,01 - 6 years <= Age,XX - >660,04 - 90-119 DPD,01 - Undergraduate - 4 year,2173,151.15,271,10.47,419,126.97,185.25,81.93,63.36,22.58,1.81,1.5,1.42,1.89,-0.0,53
Bank_334,739171,2025-02,Student,201020402,02 - Managed - Private,01 - 6 years <= Age,XX - >660,04 - 90-119 DPD,02 - Graduate / Professional,9765,272.03,404,209.91,525,92.93,175.97,24.65,87.83,52.67,2.72,1.47,0.58,3.61,-0.0,19
Bank_335,624056,2025-02,Student,201020403,02 - Managed - Private,01 - 6 years <= Age,XX - >660,04 - 90-119 DPD,"03 - Other (e.g. community college, trade school, etc.)",1459,492.78,97,291.96,56,193.89,93.39,59.37,63.77,6.77,1.95,1.51,0.46,3.0,0.0,28
Bank_336,904172,2025-02,Student,201020404,02 - Managed - Private,01 - 6 years <= Age,XX - >660,04 - 90-119 DPD,04 - Not available,9611,481.18,123,201.98,982,7.12,63.89,12.12,29.12,35.75,4.47,0.55,1.16,3.86,-0.36,45
Bank_337,120092,2025-02,Student,201020501,02 - Managed - Private,01 - 6 years <= Age,XX - >660,05 - 120+ DPD,01 - Undergraduate - 4 year,2610,194.74,221,224.81,109,179.0,190.54,11.4,8.17,43.68,2.5,0.65,1.37,1.78,0.0,21
Bank_338,283212,2025-02,Student,201020502,02 - Managed - Private,01 - 6 years <= Age,XX - >660,05 - 120+ DPD,02 - Graduate / Professional,9001,250.24,411,102.15,809,40.17,33.4,15.73,59.87,34.58,4.02,1.76,1.33,4.45,0.0,66
Bank_339,968807,2025-02,Student,201020503,02 - Managed - Private,01 - 6 years <= Age,XX - >660,05 - 120+ DPD,"03 - Other (e.g. community college, trade school, etc.)",7320,465.74,452,101.71,119,84.73,27.47,99.84,76.55,35.13,4.57,1.79,1.15,5.21,-0.0,44
Bank_340,716455,2025-02,Student,201020504,02 - Managed - Private,01 - 6 years <= Age,XX - >660,05 - 120+ DPD,04 - Not available,4218,259.25,500,18.12,583,179.48,60.8,98.04,99.38,9.31,2.95,0.58,0.28,3.25,0.0,65
Bank_341,901764,2025-02,Student,201030101,02 - Managed - Private,01 - 6 years <= Age,,01 - Current & 1-29 DPD,01 - Undergraduate - 4 year,3065,136.75,208,127.18,844,123.7,80.07,79.12,82.36,42.05,1.97,1.94,0.14,3.77,0.0,62
Bank_342,488204,2025-02,Student,201030102,02 - Managed - Private,01 - 6 years <= Age,,01 - Current & 1-29 DPD,02 - Graduate / Professional,9804,487.78,293,283.77,317,165.13,166.86,53.26,17.57,42.0,3.2,1.09,1.01,3.28,-0.0,18
Bank_343,276981,2025-02,Student,201030103,02 - Managed - Private,01 - 6 years <= Age,,01 - Current & 1-29 DPD,"03 - Other (e.g. community college, trade school, etc.)",3279,90.61,103,200.58,182,124.05,117.16,61.57,10.98,73.88,2.26,1.41,0.83,2.84,-0.75,67
Bank_344,884241,2025-02,Student,201030104,02 - Managed - Private,01 - 6 years <= Age,,01 - Current & 1-29 DPD,04 - Not available,5875,318.38,421,276.02,233,7.56,14.21,32.66,57.42,41.54,3.82,1.94,1.3,4.46,0.0,42
Bank_345,411209,2025-02,Student,201030201,02 - Managed - Private,01 - 6 years <= Age,,02 - 30-59 DPD,01 - Undergraduate - 4 year,2992,246.3,378,86.03,342,94.1,14.63,44.17,20.64,35.73,4.92,1.38,0.8,5.5,0.0,51
Bank_346,891388,2025-02,Student,201030202,02 - Managed - Private,01 - 6 years <= Age,,02 - 30-59 DPD,02 - Graduate / Professional,1084,497.91,51,133.33,708,93.95,59.87,62.71,77.57,87.44,3.57,0.42,1.35,2.64,0.0,59
Bank_347,202606,2025-02,Student,201030203,02 - Managed - Private,01 - 6 years <= Age,,02 - 30-59 DPD,"03 - Other (e.g. community college, trade school, etc.)",1692,330.81,314,196.91,454,147.66,118.01,59.84,66.71,87.75,1.41,1.4,0.74,2.07,0.0,69
Bank_348,193349,2025-02,Student,201030204,02 - Managed - Private,01 - 6 years <= Age,,02 - 30-59 DPD,04 - Not available,7490,310.52,499,70.41,309,53.22,146.1,59.11,75.79,49.87,3.42,0.45,1.09,2.78,-0.0,57
Bank_349,936373,2025-02,Student,201030301,02 - Managed - Private,01 - 6 years <= Age,,03 - 60-89 DPD,01 - Undergraduate - 4 year,3523,194.63,76,87.7,75,35.89,131.32,19.09,87.26,86.96,1.24,1.99,0.73,2.5,0.0,17
Bank_350,428297,2025-02,Student,201030302,02 - Managed - Private,01 - 6 years <= Age,,03 - 60-89 DPD,02 - Graduate / Professional,7543,315.5,412,19.68,799,30.6,170.72,78.65,25.25,10.09,2.14,0.28,1.11,1.31,-0.82,71
Bank_351,322836,2025-02,Student,201030303,02 - Managed - Private,01 - 6 years <= Age,,03 - 60-89 DPD,"03 - Other (e.g. community college, trade school, etc.)",2162,181.3,164,285.4,207,191.23,195.7,67.28,39.37,13.38,0.84,0.47,1.15,0.16,-0.0,33
Bank_352,937867,2025-02,Student,201030304,02 - Managed - Private,01 - 6 years <= Age,,03 - 60-89 DPD,04 - Not available,8266,176.3,330,93.01,409,185.49,119.96,89.99,52.73,14.2,1.35,0.15,1.24,0.26,0.0,69
Bank_353,978107,2025-02,Student,201030401,02 - Managed - Private,01 - 6 years <= Age,,04 - 90-119 DPD,01 - Undergraduate - 4 year,7365,185.18,356,35.85,932,44.62,119.58,56.57,51.83,29.04,2.05,1.37,0.92,2.5,0.0,57
Bank_354,378976,2025-02,Student,201030402,02 - Managed - Private,01 - 6 years <= Age,,04 - 90-119 DPD,02 - Graduate / Professional,6600,417.22,258,129.22,455,26.1,158.81,78.88,45.3,22.3,0.88,1.03,1.32,0.59,-0.0,41
Bank_355,411749,2025-02,Student,201030403,02 - Managed - Private,01 - 6 years <= Age,,04 - 90-119 DPD,"03 - Other (e.g. community college, trade school, etc.)",9318,54.27,208,201.88,646,48.58,53.31,37.04,35.32,42.75,3.49,1.38,0.38,4.49,0.0,13
Bank_356,758859,2025-02,Student,201030404,02 - Managed - Private,01 - 6 years <= Age,,04 - 90-119 DPD,04 - Not available,3553,157.06,312,150.99,871,83.47,125.36,36.79,50.61,24.74,1.58,1.08,0.15,2.51,-0.0,57
Bank_357,378254,2025-02,Student,201030501,02 - Managed - Private,01 - 6 years <= Age,,05 - 120+ DPD,01 - Undergraduate - 4 year,9210,204.72,371,249.22,14,135.68,118.18,34.75,44.95,64.85,3.95,0.34,0.36,3.93,-0.53,44
Bank_358,256637,2025-02,Student,201030502,02 - Managed - Private,01 - 6 years <= Age,,05 - 120+ DPD,02 - Graduate / Professional,5181,103.8,326,196.01,782,192.57,53.21,83.36,11.89,39.98,1.56,1.48,0.48,2.56,0.0,22
Bank_359,569523,2025-02,Student,201030503,02 - Managed - Private,01 - 6 years <= Age,,05 - 120+ DPD,"03 - Other (e.g. community college, trade school, etc.)",8042,70.63,432,199.93,659,56.63,188.57,74.02,40.3,48.46,1.49,0.93,1.34,1.08,0.0,30
Bank_360,232393,2025-02,Student,201030504,02 - Managed - Private,01 - 6 years <= Age,,05 - 120+ DPD,04 - Not available,4164,226.54,92,84.67,924,186.24,153.12,6.78,36.29,83.1,0.51,1.47,1.43,0.55,0.0,20
Bank_361,663632,2025-02,Student,202010101,02 - Managed - Private,02 - 5 years <= Age < 6 years,XX - <=660,01 - Current & 1-29 DPD,01 - Undergraduate - 4 year,2263,92.13,88,156.74,348,71.6,59.93,98.53,14.46,71.31,1.39,0.38,0.92,0.85,0.0,69
Bank_362,266939,2025-02,Student,202010102,02 - Managed - Private,02 - 5 years <= Age < 6 years,XX - <=660,01 - Current & 1-29 DPD,02 - Graduate / Professional,2675,200.77,52,202.77,124,126.09,94.01,75.87,62.72,39.43,1.2,0.35,0.78,0.77,0.0,33
Bank_363,477837,2025-02,Student,202010103,02 - Managed - Private,02 - 5 years <= Age < 6 years,XX - <=660,01 - Current & 1-29 DPD,"03 - Other (e.g. community college, trade school, etc.)",6299,419.56,450,275.4,804,191.27,17.22,7.13,85.65,71.04,2.92,0.57,1.1,2.39,0.0,38
Bank_364,231081,2025-02,Student,202010104,02 - Managed - Private,02 - 5 years <= Age < 6 years,XX - <=660,01 - Current & 1-29 DPD,04 - Not available,2907,76.06,311,225.36,887,172.25,30.13,99.97,61.57,58.38,1.06,0.55,0.5,1.11,0.28,27
Bank_365,879825,2025-02,Student,202010201,02 - Managed - Private,02 - 5 years <= Age < 6 years,XX - <=660,02 - 30-59 DPD,01 - Undergraduate - 4 year,3081,150.23,95,243.62,279,109.8,100.76,36.35,8.77,88.63,4.91,0.78,0.43,5.26,-0.0,70
Bank_366,821436,2025-02,Student,202010202,02 - Managed - Private,02 - 5 years <= Age < 6 years,XX - <=660,02 - 30-59 DPD,02 - Graduate / Professional,2634,164.26,217,110.08,691,89.25,190.78,65.22,40.89,30.87,4.68,0.96,0.66,4.98,0.0,19
Bank_367,314343,2025-02,Student,202010203,02 - Managed - Private,02 - 5 years <= Age < 6 years,XX - <=660,02 - 30-59 DPD,"03 - Other (e.g. community college, trade school, etc.)",1679,358.23,94,113.17,362,28.07,93.98,32.37,25.15,89.57,4.41,0.54,0.44,4.51,0.0,32
Bank_368,275722,2025-02,Student,202010204,02 - Managed - Private,02 - 5 years <= Age < 6 years,XX - <=660,02 - 30-59 DPD,04 - Not available,1949,205.56,456,124.8,306,105.56,53.34,57.39,94.45,93.65,1.29,0.31,1.1,0.5,0.0,31
Bank_369,334403,2025-02,Student,202010301,02 - Managed - Private,02 - 5 years <= Age < 6 years,XX - <=660,03 - 60-89 DPD,01 - Undergraduate - 4 year,3428,479.68,67,230.18,378,80.02,184.63,16.11,96.21,35.91,3.92,0.19,1.33,2.78,-0.0,32
Bank_370,500426,2025-02,Student,202010302,02 - Managed - Private,02 - 5 years <= Age < 6 years,XX - <=660,03 - 60-89 DPD,02 - Graduate / Professional,9023,329.92,110,237.61,161,110.55,47.57,89.22,67.72,82.67,4.9,0.65,1.41,4.14,-0.0,27
Bank_371,940413,2025-02,Student,202010303,02 - Managed - Private,02 - 5 years <= Age < 6 years,XX - <=660,03 - 60-89 DPD,"03 - Other (e.g. community college, trade school, etc.)",5654,348.2,484,168.73,827,194.12,157.0,55.69,13.75,66.19,4.93,0.7,1.39,4.24,0.8,21
Bank_372,956615,2025-02,Student,202010304,02 - Managed - Private,02 - 5 years <= Age < 6 years,XX - <=660,03 - 60-89 DPD,04 - Not available,3654,398.13,199,182.65,329,110.53,55.68,79.11,89.01,68.16,0.64,1.26,1.49,0.41,0.0,55
Bank_373,400580,2025-02,Student,202010401,02 - Managed - Private,02 - 5 years <= Age < 6 years,XX - <=660,04 - 90-119 DPD,01 - Undergraduate - 4 year,5608,130.2,313,51.54,139,20.98,74.88,7.49,22.51,66.51,3.28,1.05,0.45,3.88,0.0,70
Bank_374,483211,2025-02,Student,202010402,02 - Managed - Private,02 - 5 years <= Age < 6 years,XX - <=660,04 - 90-119 DPD,02 - Graduate / Professional,6653,321.73,467,127.71,585,6.14,149.9,62.85,6.07,57.13,2.44,1.39,1.24,2.59,0.0,64
Bank_375,105242,2025-02,Student,202010403,02 - Managed - Private,02 - 5 years <= Age < 6 years,XX - <=660,04 - 90-119 DPD,"03 - Other (e.g. community college, trade school, etc.)",1234,382.61,450,113.1,150,85.99,153.13,30.76,5.83,64.37,2.33,1.32,1.12,2.53,-0.0,65
Bank_376,635574,2025-02,Student,202010404,02 - Managed - Private,02 - 5 years <= Age < 6 years,XX - <=660,04 - 90-119 DPD,04 - Not available,7207,106.73,436,256.56,619,91.15,112.09,85.75,89.66,78.32,0.57,0.98,0.41,1.14,0.0,16
Bank_377,490911,2025-02,Student,202010501,02 - Managed - Private,02 - 5 years <= Age < 6 years,XX - <=660,05 - 120+ DPD,01 - Undergraduate - 4 year,9305,114.68,137,75.95,498,151.55,38.36,93.92,77.1,9.31,3.14,1.13,0.35,3.92,0.0,71
Bank_378,909054,2025-02,Student,202010502,02 - Managed - Private,02 - 5 years <= Age < 6 years,XX - <=660,05 - 120+ DPD,02 - Graduate / Professional,8791,181.37,376,57.76,639,180.94,175.56,89.38,77.63,79.12,2.65,1.47,0.96,3.16,-0.82,62
Bank_379,531157,2025-02,Student,202010503,02 - Managed - Private,02 - 5 years <= Age < 6 years,XX - <=660,05 - 120+ DPD,"03 - Other (e.g. community college, trade school, etc.)",7589,368.42,266,105.01,674,163.9,151.35,32.48,75.94,26.2,2.65,0.82,1.49,1.98,0.0,55
Bank_380,489731,2025-02,Student,202010504,02 - Managed - Private,02 - 5 years <= Age < 6 years,XX - <=660,05 - 120+ DPD,04 - Not available,6863,364.6,294,57.91,603,198.34,99.51,8.41,57.48,97.27,3.91,0.36,0.7,3.57,-0.0,15
Bank_381,732832,2025-02,Student,202020101,02 - Managed - Private,02 - 5 years <= Age < 6 years,XX - >660,01 - Current & 1-29 DPD,01 - Undergraduate - 4 year,3327,434.54,74,226.61,339,35.1,98.41,59.19,5.83,30.41,1.05,0.91,0.44,1.52,0.0,31
Bank_382,515723,2025-02,Student,202020102,02 - Managed - Private,02 - 5 years <= Age < 6 years,XX - >660,01 - Current & 1-29 DPD,02 - Graduate / Professional,2200,183.3,54,187.0,621,16.73,132.6,90.48,70.92,26.96,1.03,0.95,0.62,1.36,0.0,47
Bank_383,114126,2025-02,Student,202020103,02 - Managed - Private,02 - 5 years <= Age < 6 years,XX - >660,01 - Current & 1-29 DPD,"03 - Other (e.g. community college, trade school, etc.)",7028,228.11,375,48.43,523,26.93,30.15,90.71,67.44,81.99,2.81,0.33,0.63,2.51,-0.0,27
Bank_384,584748,2025-02,Student,202020104,02 - Managed - Private,02 - 5 years <= Age < 6 years,XX - >660,01 - Current & 1-29 DPD,04 - Not available,6174,463.54,400,224.86,693,42.4,57.7,70.91,44.39,6.37,0.85,1.63,0.11,2.37,0.0,20
Bank_385,534405,2025-02,Student,202020201,02 - Managed - Private,02 - 5 years <= Age < 6 years,XX - >660,02 - 30-59 DPD,01 - Undergraduate - 4 year,9353,145.74,489,178.62,807,84.49,191.29,76.27,11.56,5.12,1.29,0.46,1.24,0.51,-0.99,14
Bank_386,312892,2025-02,Student,202020202,02 - Managed - Private,02 - 5 years <= Age < 6 years,XX - >660,02 - 30-59 DPD,02 - Graduate / Professional,6262,303.53,96,44.37,731,135.74,101.84,91.42,86.62,83.35,1.95,0.96,1.29,1.62,0.0,63
Bank_387,122022,2025-02,Student,202020203,02 - Managed - Private,02 - 5 years <= Age < 6 years,XX - >660,02 - 30-59 DPD,"03 - Other (e.g. community college, trade school, etc.)",8871,146.04,466,264.19,821,137.86,113.75,19.75,77.9,67.66,2.37,1.89,0.53,3.73,0.0,51
Bank_388,531320,2025-02,Student,202020204,02 - Managed - Private,02 - 5 years <= Age < 6 years,XX - >660,02 - 30-59 DPD,04 - Not available,6928,350.55,467,265.43,176,91.83,114.45,88.48,58.52,47.16,1.07,1.4,0.95,1.52,0.0,47
Bank_389,336866,2025-02,Student,202020301,02 - Managed - Private,02 - 5 years <= Age < 6 years,XX - >660,03 - 60-89 DPD,01 - Undergraduate - 4 year,5547,430.92,414,182.25,421,73.66,33.15,56.07,50.53,28.24,4.38,0.79,1.17,4.0,0.0,64
