BHC_NAME,RSSD_ID,REPORTING_MONTH,PORTFOLIO_ID,SEGMENT_ID,Product Type,Age,Geography,Credit Score,Delinquency Status,Security,# Accounts,$ Outstandings,# New Accounts,$ New Accounts,$ Commitments,$ Modifications,$ Gross Contractual Charge-offs,$ Bankruptcy Charge-offs,$ Recoveries,$ Net Charge-offs,Adjustment Factor,WAL
Bank_346,611130,2025-02,IntSB,20104020302,02 - Term Loan,01 - <= Three years old,04 - APAC,02 - >620,03 - 60-89 DPD,02 - Unsecured,7122,310.45,147,37.43,143.66,85.16,1.18,1.73,1.42,1.49,-0.0,50
Bank_347,707227,2025-02,IntSB,20104020401,02 - Term Loan,01 - <= Three years old,04 - APAC,02 - >620,04 - 90-119 DPD,01 - Secured,6953,246.35,434,42.25,132.89,23.08,4.07,0.19,0.74,3.52,-0.0,37
Bank_348,282354,2025-02,IntSB,20104020402,02 - Term Loan,01 - <= Three years old,04 - APAC,02 - >620,04 - 90-119 DPD,02 - Unsecured,5901,482.16,81,36.49,160.05,68.18,2.68,0.9,1.11,2.47,0.0,64
Bank_349,554662,2025-02,IntSB,20104020501,02 - Term Loan,01 - <= Three years old,04 - APAC,02 - >620,05 - 120+ DPD,01 - Secured,3531,464.02,408,49.4,12.42,87.95,1.0,1.78,0.93,1.85,0.0,23
Bank_350,434927,2025-02,IntSB,20104020502,02 - Term Loan,01 - <= Three years old,04 - APAC,02 - >620,05 - 120+ DPD,02 - Unsecured,8720,68.58,242,39.58,186.26,20.24,3.39,0.64,1.08,2.95,0.44,32
Bank_351,969917,2025-02,IntSB,20104030101,02 - Term Loan,01 - <= Three years old,04 - APAC,,01 - Current & 1-29 DPD,01 - Secured,5006,65.85,84,38.81,145.44,50.9,3.77,1.44,1.29,3.92,0.0,23
Bank_352,923757,2025-02,IntSB,20104030102,02 - Term Loan,01 - <= Three years old,04 - APAC,,01 - Current & 1-29 DPD,02 - Unsecured,7922,86.58,132,10.47,23.02,12.64,1.75,0.94,1.04,1.65,0.0,68
Bank_353,668924,2025-02,IntSB,20104030201,02 - Term Loan,01 - <= Three years old,04 - APAC,,02 - 30-59 DPD,01 - Secured,2064,367.14,414,22.85,30.22,41.87,1.0,0.56,0.44,1.12,0.0,31
Bank_354,485686,2025-02,IntSB,20104030202,02 - Term Loan,01 - <= Three years old,04 - APAC,,02 - 30-59 DPD,02 - Unsecured,6213,232.32,285,43.94,189.6,94.3,2.3,1.38,0.66,3.02,0.0,44
Bank_355,221309,2025-02,IntSB,20104030301,02 - Term Loan,01 - <= Three years old,04 - APAC,,03 - 60-89 DPD,01 - Secured,1840,382.31,111,14.41,73.57,19.42,3.35,0.76,0.52,3.59,-0.0,50
Bank_356,677100,2025-02,IntSB,20104030302,02 - Term Loan,01 - <= Three years old,04 - APAC,,03 - 60-89 DPD,02 - Unsecured,3762,115.78,475,48.41,24.09,74.11,4.8,1.78,0.96,5.62,0.0,67
Bank_357,991828,2025-02,IntSB,20104030401,02 - Term Loan,01 - <= Three years old,04 - APAC,,04 - 90-119 DPD,01 - Secured,1427,258.83,364,49.78,12.85,32.81,3.31,0.73,0.95,3.09,-0.5,44
Bank_358,807420,2025-02,IntSB,20104030402,02 - Term Loan,01 - <= Three years old,04 - APAC,,04 - 90-119 DPD,02 - Unsecured,1436,474.89,382,27.18,86.77,8.64,1.95,0.55,0.24,2.26,0.0,30
Bank_359,650940,2025-02,IntSB,20104030501,02 - Term Loan,01 - <= Three years old,04 - APAC,,05 - 120+ DPD,01 - Secured,9576,146.43,195,20.26,115.14,31.94,2.02,0.48,1.34,1.16,0.0,30
Bank_360,485478,2025-02,IntSB,20104030502,02 - Term Loan,01 - <= Three years old,04 - APAC,,05 - 120+ DPD,02 - Unsecured,3262,81.77,362,36.1,193.32,49.44,1.94,0.84,0.91,1.87,0.0,23
Bank_361,516438,2025-02,IntSB,20201010101,02 - Term Loan,02 - > Three years old,01 - Canada,01 - <=620,01 - Current & 1-29 DPD,01 - Secured,9976,440.85,188,41.04,13.3,35.46,1.25,1.03,0.7,1.58,-0.0,53
Bank_362,678881,2025-02,IntSB,20201010102,02 - Term Loan,02 - > Three years old,01 - Canada,01 - <=620,01 - Current & 1-29 DPD,02 - Unsecured,2331,254.03,454,21.48,77.68,6.37,4.51,1.19,1.02,4.68,0.0,64
Bank_363,154930,2025-02,IntSB,20201010201,02 - Term Loan,02 - > Three years old,01 - Canada,01 - <=620,02 - 30-59 DPD,01 - Secured,9652,369.84,292,28.56,162.93,39.9,3.26,0.19,0.45,3.0,0.0,34
Bank_364,680732,2025-02,IntSB,20201010202,02 - Term Loan,02 - > Three years old,01 - Canada,01 - <=620,02 - 30-59 DPD,02 - Unsecured,6346,458.14,243,45.31,193.3,37.03,3.9,1.91,0.85,4.96,0.78,15
Bank_365,262940,2025-02,IntSB,20201010301,02 - Term Loan,02 - > Three years old,01 - Canada,01 - <=620,03 - 60-89 DPD,01 - Secured,8308,283.33,496,49.88,84.06,94.59,3.0,1.57,0.31,4.26,-0.0,24
Bank_366,151844,2025-02,IntSB,20201010302,02 - Term Loan,02 - > Three years old,01 - Canada,01 - <=620,03 - 60-89 DPD,02 - Unsecured,9579,86.08,416,19.5,38.62,24.08,0.57,1.57,1.07,1.07,0.0,13
Bank_367,873467,2025-02,IntSB,20201010401,02 - Term Loan,02 - > Three years old,01 - Canada,01 - <=620,04 - 90-119 DPD,01 - Secured,2194,455.58,280,36.84,140.83,93.36,1.61,1.54,0.59,2.56,-0.0,69
Bank_368,507931,2025-02,IntSB,20201010402,02 - Term Loan,02 - > Three years old,01 - Canada,01 - <=620,04 - 90-119 DPD,02 - Unsecured,4619,363.88,498,41.87,133.07,55.89,1.5,1.49,1.32,1.67,-0.0,30
Bank_369,921997,2025-02,IntSB,20201010501,02 - Term Loan,02 - > Three years old,01 - Canada,01 - <=620,05 - 120+ DPD,01 - Secured,4123,170.07,331,42.38,62.68,31.35,3.33,1.04,0.34,4.03,0.0,24
Bank_370,844483,2025-02,IntSB,20201010502,02 - Term Loan,02 - > Three years old,01 - Canada,01 - <=620,05 - 120+ DPD,02 - Unsecured,6951,56.06,467,33.68,198.76,51.14,3.47,0.35,0.3,3.52,-0.0,40
Bank_371,937913,2025-02,IntSB,20201020101,02 - Term Loan,02 - > Three years old,01 - Canada,02 - >620,01 - Current & 1-29 DPD,01 - Secured,1807,275.34,240,28.02,143.9,87.94,3.32,0.55,1.03,2.84,-0.23,45
Bank_372,782471,2025-02,IntSB,20201020102,02 - Term Loan,02 - > Three years old,01 - Canada,02 - >620,01 - Current & 1-29 DPD,02 - Unsecured,2656,366.39,79,47.37,91.0,71.15,0.87,1.41,0.22,2.06,0.0,67
Bank_373,368088,2025-02,IntSB,20201020201,02 - Term Loan,02 - > Three years old,01 - Canada,02 - >620,02 - 30-59 DPD,01 - Secured,7008,81.56,156,22.45,11.15,84.71,3.87,0.3,1.02,3.15,0.0,16
Bank_374,662220,2025-02,IntSB,20201020202,02 - Term Loan,02 - > Three years old,01 - Canada,02 - >620,02 - 30-59 DPD,02 - Unsecured,5573,84.27,51,24.72,196.07,45.25,0.98,0.19,0.8,0.37,0.0,61
Bank_375,562406,2025-02,IntSB,20201020301,02 - Term Loan,02 - > Three years old,01 - Canada,02 - >620,03 - 60-89 DPD,01 - Secured,3716,399.17,113,21.17,59.82,60.65,4.68,0.35,0.84,4.19,0.0,12
Bank_376,628453,2025-02,IntSB,20201020302,02 - Term Loan,02 - > Three years old,01 - Canada,02 - >620,03 - 60-89 DPD,02 - Unsecured,3898,133.89,347,9.41,190.51,31.67,1.01,0.67,1.05,0.63,-0.0,18
Bank_377,692139,2025-02,IntSB,20201020401,02 - Term Loan,02 - > Three years old,01 - Canada,02 - >620,04 - 90-119 DPD,01 - Secured,6519,499.3,98,45.07,114.13,15.05,3.45,0.75,1.45,2.75,0.0,17
Bank_378,182619,2025-02,IntSB,20201020402,02 - Term Loan,02 - > Three years old,01 - Canada,02 - >620,04 - 90-119 DPD,02 - Unsecured,2902,436.35,259,19.24,51.22,20.23,2.62,0.9,0.7,2.82,0.35,30
Bank_379,861079,2025-02,IntSB,20201020501,02 - Term Loan,02 - > Three years old,01 - Canada,02 - >620,05 - 120+ DPD,01 - Secured,7527,173.56,469,44.01,95.98,14.27,0.56,0.96,0.18,1.34,0.0,54
Bank_380,621161,2025-02,IntSB,20201020502,02 - Term Loan,02 - > Three years old,01 - Canada,02 - >620,05 - 120+ DPD,02 - Unsecured,6577,264.6,384,13.21,11.76,36.98,4.09,0.8,0.85,4.04,0.0,36
Bank_381,413242,2025-02,IntSB,20201030101,02 - Term Loan,02 - > Three years old,01 - Canada,,01 - Current & 1-29 DPD,01 - Secured,6847,210.9,378,28.5,105.49,90.51,4.07,1.26,1.39,3.94,-0.0,42
Bank_382,733483,2025-02,IntSB,20201030102,02 - Term Loan,02 - > Three years old,01 - Canada,,01 - Current & 1-29 DPD,02 - Unsecured,3237,377.15,499,31.89,67.53,18.01,2.78,0.74,0.36,3.16,0.0,28
Bank_383,609030,2025-02,IntSB,20201030201,02 - Term Loan,02 - > Three years old,01 - Canada,,02 - 30-59 DPD,01 - Secured,8832,51.73,210,36.52,183.35,76.54,3.26,0.63,0.48,3.41,0.0,18
Bank_384,481714,2025-02,IntSB,20201030202,02 - Term Loan,02 - > Three years old,01 - Canada,,02 - 30-59 DPD,02 - Unsecured,1425,264.43,224,23.0,97.4,65.56,1.53,1.77,1.23,2.07,0.0,45
Bank_385,966345,2025-02,IntSB,20201030301,02 - Term Loan,02 - > Three years old,01 - Canada,,03 - 60-89 DPD,01 - Secured,9256,366.85,177,33.27,21.35,57.78,3.99,0.2,1.28,2.91,-0.49,55
Bank_386,253689,2025-02,IntSB,20201030302,02 - Term Loan,02 - > Three years old,01 - Canada,,03 - 60-89 DPD,02 - Unsecured,7593,435.99,392,11.92,149.72,75.13,3.05,1.84,1.49,3.4,0.0,71
Bank_387,346761,2025-02,IntSB,20201030401,02 - Term Loan,02 - > Three years old,01 - Canada,,04 - 90-119 DPD,01 - Secured,2882,318.74,347,35.3,19.59,20.6,3.17,1.28,0.3,4.15,0.0,26
Bank_388,209833,2025-02,IntSB,20201030402,02 - Term Loan,02 - > Three years old,01 - Canada,,04 - 90-119 DPD,02 - Unsecured,8787,169.84,177,24.5,197.17,5.79,1.24,1.06,0.61,1.69,0.0,21
Bank_389,936987,2025-02,IntSB,20201030501,02 - Term Loan,02 - > Three years old,01 - Canada,,05 - 120+ DPD,01 - Secured,7863,312.37,169,9.74,166.31,23.92,2.87,0.92,1.33,2.46,0.0,17
Bank_390,742929,2025-02,IntSB,20201030502,02 - Term Loan,02 - > Three years old,01 - Canada,,05 - 120+ DPD,02 - Unsecured,9001,129.81,177,5.26,15.27,44.14,4.43,1.14,0.98,4.59,0.0,58
Bank_391,614321,2025-02,IntSB,20202010101,02 - Term Loan,02 - > Three years old,02 - EMEA,01 - <=620,01 - Current & 1-29 DPD,01 - Secured,8080,187.68,356,13.16,26.32,23.46,3.24,1.18,0.3,4.12,0.0,19
Bank_392,383890,2025-02,IntSB,20202010102,02 - Term Loan,02 - > Three years old,02 - EMEA,01 - <=620,01 - Current & 1-29 DPD,02 - Unsecured,5952,464.05,453,24.21,93.22,18.61,4.94,1.75,1.42,5.27,0.91,45
Bank_393,124454,2025-02,IntSB,20202010201,02 - Term Loan,02 - > Three years old,02 - EMEA,01 - <=620,02 - 30-59 DPD,01 - Secured,4969,73.05,149,25.29,20.2,79.85,4.68,1.61,0.75,5.54,0.0,47
Bank_394,194977,2025-02,IntSB,20202010202,02 - Term Loan,02 - > Three years old,02 - EMEA,01 - <=620,02 - 30-59 DPD,02 - Unsecured,2456,255.08,160,24.98,118.13,96.19,3.48,0.18,0.61,3.05,-0.0,71
Bank_395,176970,2025-02,IntSB,20202010301,02 - Term Loan,02 - > Three years old,02 - EMEA,01 - <=620,03 - 60-89 DPD,01 - Secured,6318,99.52,397,15.24,130.89,60.18,3.17,1.09,1.41,2.85,0.0,51
Bank_396,729341,2025-02,IntSB,20202010302,02 - Term Loan,02 - > Three years old,02 - EMEA,01 - <=620,03 - 60-89 DPD,02 - Unsecured,8798,335.57,298,25.17,42.31,25.26,3.61,0.53,0.32,3.82,0.0,12
Bank_397,601155,2025-02,IntSB,20202010401,02 - Term Loan,02 - > Three years old,02 - EMEA,01 - <=620,04 - 90-119 DPD,01 - Secured,5669,409.48,323,14.62,156.16,23.16,4.58,0.29,0.46,4.41,0.0,26
Bank_398,400563,2025-02,IntSB,20202010402,02 - Term Loan,02 - > Three years old,02 - EMEA,01 - <=620,04 - 90-119 DPD,02 - Unsecured,1161,307.0,394,33.79,143.68,21.74,4.98,1.37,0.72,5.63,-0.0,58
Bank_399,261748,2025-02,IntSB,20202010501,02 - Term Loan,02 - > Three years old,02 - EMEA,01 - <=620,05 - 120+ DPD,01 - Secured,5236,159.74,271,26.09,99.06,52.78,3.37,0.78,1.08,3.07,-0.01,18
Bank_400,806174,2025-02,IntSB,20202010502,02 - Term Loan,02 - > Three years old,02 - EMEA,01 - <=620,05 - 120+ DPD,02 - Unsecured,1765,423.04,223,11.04,101.41,90.62,2.72,0.41,0.91,2.22,0.0,35
Bank_401,785245,2025-02,IntSB,20202020101,02 - Term Loan,02 - > Three years old,02 - EMEA,02 - >620,01 - Current & 1-29 DPD,01 - Secured,9584,492.22,295,6.44,102.64,79.51,4.16,1.4,1.39,4.17,-0.0,30
Bank_402,422044,2025-02,IntSB,20202020102,02 - Term Loan,02 - > Three years old,02 - EMEA,02 - >620,01 - Current & 1-29 DPD,02 - Unsecured,1180,62.72,478,45.06,148.51,59.77,4.88,0.75,0.47,5.16,0.0,65
Bank_403,725585,2025-02,IntSB,20202020201,02 - Term Loan,02 - > Three years old,02 - EMEA,02 - >620,02 - 30-59 DPD,01 - Secured,8572,448.27,400,15.06,64.68,69.24,4.24,0.24,1.27,3.21,-0.0,45
Bank_404,450604,2025-02,IntSB,20202020202,02 - Term Loan,02 - > Three years old,02 - EMEA,02 - >620,02 - 30-59 DPD,02 - Unsecured,6655,420.35,251,19.28,94.45,67.32,1.73,1.27,0.81,2.19,0.0,65
Bank_405,474091,2025-02,IntSB,20202020301,02 - Term Loan,02 - > Three years old,02 - EMEA,02 - >620,03 - 60-89 DPD,01 - Secured,3683,150.49,194,42.92,78.64,53.18,3.23,0.88,1.46,2.65,-0.0,58
Bank_406,611713,2025-02,IntSB,20202020302,02 - Term Loan,02 - > Three years old,02 - EMEA,02 - >620,03 - 60-89 DPD,02 - Unsecured,3966,399.71,192,15.24,73.8,43.54,4.92,0.24,0.53,4.63,-0.63,60
Bank_407,382072,2025-02,IntSB,20202020401,02 - Term Loan,02 - > Three years old,02 - EMEA,02 - >620,04 - 90-119 DPD,01 - Secured,1935,472.75,155,36.28,49.77,81.46,2.84,1.69,0.89,3.64,0.0,22
Bank_408,773947,2025-02,IntSB,20202020402,02 - Term Loan,02 - > Three years old,02 - EMEA,02 - >620,04 - 90-119 DPD,02 - Unsecured,2094,272.06,208,45.65,34.68,21.9,1.59,1.44,0.96,2.07,-0.0,62
Bank_409,641946,2025-02,IntSB,20202020501,02 - Term Loan,02 - > Three years old,02 - EMEA,02 - >620,05 - 120+ DPD,01 - Secured,9379,417.82,163,45.55,163.57,77.82,1.84,1.48,0.87,2.45,0.0,55
Bank_410,794129,2025-02,IntSB,20202020502,02 - Term Loan,02 - > Three years old,02 - EMEA,02 - >620,05 - 120+ DPD,02 - Unsecured,5479,271.53,54,24.75,165.47,54.71,2.92,0.11,0.55,2.48,0.0,65
Bank_411,524666,2025-02,IntSB,20202030101,02 - Term Loan,02 - > Three years old,02 - EMEA,,01 - Current & 1-29 DPD,01 - Secured,8851,349.53,364,24.48,81.07,70.43,2.03,0.43,1.21,1.25,0.0,71
Bank_412,840033,2025-02,IntSB,20202030102,02 - Term Loan,02 - > Three years old,02 - EMEA,,01 - Current & 1-29 DPD,02 - Unsecured,7421,390.56,493,46.49,60.62,19.78,1.03,1.66,0.94,1.75,0.0,52
Bank_413,438080,2025-02,IntSB,20202030201,02 - Term Loan,02 - > Three years old,02 - EMEA,,02 - 30-59 DPD,01 - Secured,3783,467.89,320,20.18,29.12,70.63,0.75,1.32,0.81,1.26,0.29,31
Bank_414,540505,2025-02,IntSB,20202030202,02 - Term Loan,02 - > Three years old,02 - EMEA,,02 - 30-59 DPD,02 - Unsecured,1408,73.79,98,45.74,55.44,88.41,3.34,1.32,0.91,3.75,0.0,56
Bank_415,206616,2025-02,IntSB,20202030301,02 - Term Loan,02 - > Three years old,02 - EMEA,,03 - 60-89 DPD,01 - Secured,8930,291.32,358,25.39,176.96,52.92,2.18,1.66,1.32,2.52,0.0,62
Bank_416,312566,2025-02,IntSB,20202030302,02 - Term Loan,02 - > Three years old,02 - EMEA,,03 - 60-89 DPD,02 - Unsecured,2820,470.69,163,21.42,150.5,86.03,3.77,1.07,0.67,4.17,0.0,31
Bank_417,597928,2025-02,IntSB,20202030401,02 - Term Loan,02 - > Three years old,02 - EMEA,,04 - 90-119 DPD,01 - Secured,8241,422.89,446,18.51,93.02,97.9,4.73,1.81,0.12,6.42,-0.0,15
Bank_418,600963,2025-02,IntSB,20202030402,02 - Term Loan,02 - > Three years old,02 - EMEA,,04 - 90-119 DPD,02 - Unsecured,8071,176.7,69,42.62,27.54,15.83,3.12,1.11,0.58,3.65,-0.0,26
Bank_419,618816,2025-02,IntSB,20202030501,02 - Term Loan,02 - > Three years old,02 - EMEA,,05 - 120+ DPD,01 - Secured,4120,161.06,398,16.22,70.17,35.38,4.49,1.53,1.14,4.88,-0.0,45
Bank_420,852103,2025-02,IntSB,20202030502,02 - Term Loan,02 - > Three years old,02 - EMEA,,05 - 120+ DPD,02 - Unsecured,6725,406.95,173,13.33,165.43,71.52,2.21,1.66,0.21,3.66,0.71,37
Bank_421,931884,2025-02,IntSB,20203010101,02 - Term Loan,02 - > Three years old,03 - LATAM,01 - <=620,01 - Current & 1-29 DPD,01 - Secured,6697,474.71,61,23.1,123.57,62.63,2.85,1.7,1.27,3.28,0.0,18
Bank_422,222990,2025-02,IntSB,20203010102,02 - Term Loan,02 - > Three years old,03 - LATAM,01 - <=620,01 - Current & 1-29 DPD,02 - Unsecured,4797,295.1,236,25.27,125.55,25.03,1.42,1.17,0.12,2.47,0.0,25
Bank_423,384366,2025-02,IntSB,20203010201,02 - Term Loan,02 - > Three years old,03 - LATAM,01 - <=620,02 - 30-59 DPD,01 - Secured,5712,381.43,186,22.35,155.14,62.79,1.49,0.89,0.58,1.8,0.0,13
Bank_424,122967,2025-02,IntSB,20203010202,02 - Term Loan,02 - > Three years old,03 - LATAM,01 - <=620,02 - 30-59 DPD,02 - Unsecured,1838,195.65,408,23.28,67.12,39.25,2.0,0.56,0.86,1.7,-0.0,38
Bank_425,985610,2025-02,IntSB,20203010301,02 - Term Loan,02 - > Three years old,03 - LATAM,01 - <=620,03 - 60-89 DPD,01 - Secured,9410,493.55,218,11.55,54.26,21.62,1.51,1.31,0.43,2.39,0.0,29
Bank_426,505550,2025-02,IntSB,20203010302,02 - Term Loan,02 - > Three years old,03 - LATAM,01 - <=620,03 - 60-89 DPD,02 - Unsecured,9790,266.6,466,7.32,91.86,24.2,0.56,1.73,0.49,1.8,0.0,27
Bank_427,287531,2025-02,IntSB,20203010401,02 - Term Loan,02 - > Three years old,03 - LATAM,01 - <=620,04 - 90-119 DPD,01 - Secured,7678,387.6,286,27.99,139.87,84.06,0.8,0.79,1.44,0.15,-0.53,42
Bank_428,254147,2025-02,IntSB,20203010402,02 - Term Loan,02 - > Three years old,03 - LATAM,01 - <=620,04 - 90-119 DPD,02 - Unsecured,8168,86.2,201,48.54,14.39,19.39,3.07,0.9,0.52,3.45,0.0,66
Bank_429,882454,2025-02,IntSB,20203010501,02 - Term Loan,02 - > Three years old,03 - LATAM,01 - <=620,05 - 120+ DPD,01 - Secured,5984,292.7,348,44.24,143.0,55.83,3.46,1.3,0.74,4.02,0.0,13
Bank_430,446375,2025-02,IntSB,20203010502,02 - Term Loan,02 - > Three years old,03 - LATAM,01 - <=620,05 - 120+ DPD,02 - Unsecured,6058,184.37,299,11.91,192.2,10.23,1.88,0.12,0.2,1.8,0.0,36
Bank_431,776861,2025-02,IntSB,20203020101,02 - Term Loan,02 - > Three years old,03 - LATAM,02 - >620,01 - Current & 1-29 DPD,01 - Secured,3913,328.74,391,23.25,25.0,62.89,3.18,0.11,0.74,2.55,0.0,66
Bank_432,970503,2025-02,IntSB,20203020102,02 - Term Loan,02 - > Three years old,03 - LATAM,02 - >620,01 - Current & 1-29 DPD,02 - Unsecured,3075,449.0,388,24.06,197.97,8.45,1.0,0.34,1.43,-0.09,-0.0,44
Bank_433,939379,2025-02,IntSB,20203020201,02 - Term Loan,02 - > Three years old,03 - LATAM,02 - >620,02 - 30-59 DPD,01 - Secured,9048,284.16,192,5.94,90.99,85.93,4.14,1.9,0.25,5.79,0.0,41
Bank_434,228362,2025-02,IntSB,20203020202,02 - Term Loan,02 - > Three years old,03 - LATAM,02 - >620,02 - 30-59 DPD,02 - Unsecured,9462,344.39,391,43.6,166.32,66.31,0.81,1.64,0.79,1.66,-0.54,38
Bank_435,378263,2025-02,IntSB,20203020301,02 - Term Loan,02 - > Three years old,03 - LATAM,02 - >620,03 - 60-89 DPD,01 - Secured,6743,354.61,470,41.73,154.3,77.47,3.17,1.91,0.42,4.66,0.0,68
Bank_436,509198,2025-02,IntSB,20203020302,02 - Term Loan,02 - > Three years old,03 - LATAM,02 - >620,03 - 60-89 DPD,02 - Unsecured,1917,276.75,134,45.1,156.87,78.4,4.13,0.37,0.11,4.39,0.0,36
Bank_437,158384,2025-02,IntSB,20203020401,02 - Term Loan,02 - > Three years old,03 - LATAM,02 - >620,04 - 90-119 DPD,01 - Secured,5788,59.6,354,44.53,173.87,89.09,3.95,0.77,0.18,4.54,-0.0,72
Bank_438,579391,2025-02,IntSB,20203020402,02 - Term Loan,02 - > Three years old,03 - LATAM,02 - >620,04 - 90-119 DPD,02 - Unsecured,4657,412.9,247,24.42,170.21,42.58,0.72,1.39,0.95,1.16,0.0,69
Bank_439,925553,2025-02,IntSB,20203020501,02 - Term Loan,02 - > Three years old,03 - LATAM,02 - >620,05 - 120+ DPD,01 - Secured,2325,480.59,129,9.65,51.08,59.18,4.33,1.35,0.99,4.69,0.0,64
Bank_440,212654,2025-02,IntSB,20203020502,02 - Term Loan,02 - > Three years old,03 - LATAM,02 - >620,05 - 120+ DPD,02 - Unsecured,1480,355.96,53,45.25,169.19,42.26,3.84,1.59,0.21,5.22,0.0,17
Bank_441,108460,2025-02,IntSB,20203030101,02 - Term Loan,02 - > Three years old,03 - LATAM,,01 - Current & 1-29 DPD,01 - Secured,7439,289.46,241,30.64,26.3,58.33,1.93,0.5,0.55,1.88,0.63,23
Bank_442,500561,2025-02,IntSB,20203030102,02 - Term Loan,02 - > Three years old,03 - LATAM,,01 - Current & 1-29 DPD,02 - Unsecured,1239,463.46,164,35.4,77.58,44.97,3.9,0.56,1.01,3.45,0.0,47
Bank_443,874642,2025-02,IntSB,20203030201,02 - Term Loan,02 - > Three years old,03 - LATAM,,02 - 30-59 DPD,01 - Secured,9569,424.51,423,42.97,136.86,18.11,4.96,0.26,1.09,4.13,0.0,50
Bank_444,804183,2025-02,IntSB,20203030202,02 - Term Loan,02 - > Three years old,03 - LATAM,,02 - 30-59 DPD,02 - Unsecured,3510,199.2,70,6.33,110.07,92.48,0.74,0.14,1.47,-0.59,0.0,20
Bank_445,356680,2025-02,IntSB,20203030301,02 - Term Loan,02 - > Three years old,03 - LATAM,,03 - 60-89 DPD,01 - Secured,3508,108.27,418,49.61,16.27,42.08,1.52,1.57,0.36,2.73,0.0,27
Bank_446,510885,2025-02,IntSB,20203030302,02 - Term Loan,02 - > Three years old,03 - LATAM,,03 - 60-89 DPD,02 - Unsecured,7101,78.7,299,12.99,181.53,84.4,1.77,0.2,0.65,1.32,0.0,14
Bank_447,698667,2025-02,IntSB,20203030401,02 - Term Loan,02 - > Three years old,03 - LATAM,,04 - 90-119 DPD,01 - Secured,9231,364.6,225,9.92,130.35,55.2,0.81,0.94,0.97,0.78,0.0,19
Bank_448,437377,2025-02,IntSB,20203030402,02 - Term Loan,02 - > Three years old,03 - LATAM,,04 - 90-119 DPD,02 - Unsecured,7795,382.4,236,6.69,38.1,20.23,3.65,0.8,0.15,4.3,-0.68,56
Bank_449,863286,2025-02,IntSB,20203030501,02 - Term Loan,02 - > Three years old,03 - LATAM,,05 - 120+ DPD,01 - Secured,8108,258.92,245,29.23,79.57,26.29,1.28,1.57,0.51,2.34,0.0,35
Bank_450,244310,2025-02,IntSB,20203030502,02 - Term Loan,02 - > Three years old,03 - LATAM,,05 - 120+ DPD,02 - Unsecured,6240,166.79,201,6.8,132.77,43.21,2.65,1.99,0.94,3.7,0.0,25
Bank_451,710840,2025-02,IntSB,20204010101,02 - Term Loan,02 - > Three years old,04 - APAC,01 - <=620,01 - Current & 1-29 DPD,01 - Secured,8884,280.26,231,43.94,47.9,76.13,2.63,1.74,0.92,3.45,0.0,30
Bank_452,671934,2025-02,IntSB,20204010102,02 - Term Loan,02 - > Three years old,04 - APAC,01 - <=620,01 - Current & 1-29 DPD,02 - Unsecured,3101,490.81,110,5.42,74.12,13.48,3.37,0.93,0.27,4.03,0.0,57
Bank_453,178424,2025-02,IntSB,20204010201,02 - Term Loan,02 - > Three years old,04 - APAC,01 - <=620,02 - 30-59 DPD,01 - Secured,8501,446.55,67,40.71,194.07,93.35,1.38,1.99,0.3,3.07,-0.0,26
Bank_454,732692,2025-02,IntSB,20204010202,02 - Term Loan,02 - > Three years old,04 - APAC,01 - <=620,02 - 30-59 DPD,02 - Unsecured,3391,424.42,366,12.11,168.72,76.82,1.23,1.64,1.09,1.78,0.0,57
Bank_455,215261,2025-02,IntSB,20204010301,02 - Term Loan,02 - > Three years old,04 - APAC,01 - <=620,03 - 60-89 DPD,01 - Secured,2817,59.77,262,28.85,171.22,9.35,4.94,1.36,1.4,4.9,-0.11,72
Bank_456,800936,2025-02,IntSB,20204010302,02 - Term Loan,02 - > Three years old,04 - APAC,01 - <=620,03 - 60-89 DPD,02 - Unsecured,6568,381.3,408,45.63,41.82,70.96,4.82,1.12,0.92,5.02,-0.0,25
Bank_457,450733,2025-02,IntSB,20204010401,02 - Term Loan,02 - > Three years old,04 - APAC,01 - <=620,04 - 90-119 DPD,01 - Secured,2033,268.35,339,9.29,199.55,22.57,2.58,1.18,0.5,3.26,0.0,36
Bank_458,111093,2025-02,IntSB,20204010402,02 - Term Loan,02 - > Three years old,04 - APAC,01 - <=620,04 - 90-119 DPD,02 - Unsecured,8319,296.48,493,36.41,196.03,19.09,3.98,1.72,0.29,5.41,0.0,26
Bank_459,843162,2025-02,IntSB,20204010501,02 - Term Loan,02 - > Three years old,04 - APAC,01 - <=620,05 - 120+ DPD,01 - Secured,3403,360.98,223,14.59,198.82,96.21,4.92,1.34,1.44,4.82,0.0,45
Bank_460,638956,2025-02,IntSB,20204010502,02 - Term Loan,02 - > Three years old,04 - APAC,01 - <=620,05 - 120+ DPD,02 - Unsecured,7324,235.39,429,48.57,186.37,84.94,4.19,0.62,0.34,4.47,-0.0,59
Bank_461,156318,2025-02,IntSB,20204020101,02 - Term Loan,02 - > Three years old,04 - APAC,02 - >620,01 - Current & 1-29 DPD,01 - Secured,5803,356.4,52,32.72,185.74,57.38,4.23,1.86,1.43,4.66,-0.0,72
Bank_462,378158,2025-02,IntSB,20204020102,02 - Term Loan,02 - > Three years old,04 - APAC,02 - >620,01 - Current & 1-29 DPD,02 - Unsecured,6429,354.48,500,23.19,82.74,6.09,3.05,1.72,1.35,3.42,-0.02,17
