BHC_NAME,RSSD_ID,REPORTING_MONTH,PORTFOLIO_ID,SEGMENT_ID,Product Type,Credit Score,Geography,Age,LTV,Delinquency,# Accounts,$ Outstandings,$ Commitment,# New Accounts,$ New Accounts,$ New Commitments,$ Commitment Increases,$ Commitment Decreases,$ Gross Contractual Charge-offs,$ Bankruptcy Charge-offs,$ Recoveries,$ Net Charge-offs,$ Adjustment Factor,$ Foreclosure,$ New Foreclosure,$ Other Real Estate Owned (OREO),$ New OREO,Weighted Average Life of Loans
Sample Bank,123456,2025-02,IntHE,020104020103,02:HELOC,01:<= 660,04:APAC,02:> Three years old,01:< 80,03:90-119 DPD,402,50.47,30.5,14,3.4,1.18,1.33,1.95,1.0,1.46,0.99,2.73,0.49,1.12,0.8,2.67,0.19,4.39
Sample Bank,123456,2025-02,IntHE,020104020104,02:HELOC,01:<= 660,04:APAC,02:> Three years old,01:< 80,04:120-179 DPD,551,64.23,43.95,5,9.73,0.82,1.63,2.77,1.73,0.29,0.47,1.28,0.77,2.5,1.11,2.28,1.87,5.82
Sample Bank,123456,2025-02,IntHE,020104020105,02:HELOC,01:<= 660,04:APAC,02:> Three years old,01:< 80,05:180+ DPD,838,36.03,14.44,6,9.08,0.62,2.56,2.46,1.49,1.37,0.46,1.32,-0.06,1.44,0.88,2.29,1.19,18.84
Sample Bank,123456,2025-02,IntHE,020104020201,02:HELOC,01:<= 660,04:APAC,02:> Three years old,02:>= 80,01:Current & 1-29 DPD,619,56.95,35.19,13,5.67,0.65,2.04,0.74,1.69,1.07,0.94,1.79,0.48,0.86,0.46,1.62,0.47,23.09
Sample Bank,123456,2025-02,IntHE,020104020202,02:HELOC,01:<= 660,04:APAC,02:> Three years old,02:>= 80,02:30-89 DPD,973,24.05,5.08,26,9.91,3.29,2.51,1.54,1.66,1.93,0.33,1.08,-0.24,0.9,1.22,2.82,0.53,23.33
Sample Bank,123456,2025-02,IntHE,020104020203,02:HELOC,01:<= 660,04:APAC,02:> Three years old,02:>= 80,03:90-119 DPD,540,25.42,3.96,44,2.07,1.08,1.06,1.44,0.46,0.23,0.53,2.27,-0.49,4.27,1.05,4.22,0.61,13.27
Sample Bank,123456,2025-02,IntHE,020104020204,02:HELOC,01:<= 660,04:APAC,02:> Three years old,02:>= 80,04:120-179 DPD,113,39.79,8.71,10,7.4,1.87,1.99,1.21,0.05,1.53,0.04,0.09,-0.98,0.91,0.77,0.78,0.61,23.09
Sample Bank,123456,2025-02,IntHE,020104020205,02:HELOC,01:<= 660,04:APAC,02:> Three years old,02:>= 80,05:180+ DPD,989,83.92,33.66,42,3.37,0.45,1.91,0.61,1.64,1.37,0.34,1.37,-0.08,1.24,0.22,0.52,1.95,18.43
Sample Bank,123456,2025-02,IntHE,020201010101,02:HELOC,02:> 660,01:Canada,01:<= Three years old,01:< 80,01:Current & 1-29 DPD,415,21.17,48.37,19,7.1,1.53,1.53,2.52,0.7,1.32,0.97,0.21,-0.63,4.63,1.8,1.14,0.59,21.49
Sample Bank,123456,2025-02,IntHE,020201010102,02:HELOC,02:> 660,01:Canada,01:<= Three years old,01:< 80,02:30-89 DPD,660,2.45,13.98,43,2.95,1.62,0.64,1.94,1.42,0.81,0.37,1.24,0.17,0.12,0.85,1.27,1.16,23.54
Sample Bank,123456,2025-02,IntHE,020201010103,02:HELOC,02:> 660,01:Canada,01:<= Three years old,01:< 80,03:90-119 DPD,656,95.53,14.93,37,1.35,2.2,1.11,1.17,0.93,1.77,0.79,1.7,0.95,4.88,0.49,1.45,0.37,6.42
Sample Bank,123456,2025-02,IntHE,020201010104,02:HELOC,02:> 660,01:Canada,01:<= Three years old,01:< 80,04:120-179 DPD,950,19.84,12.59,35,6.23,1.15,0.54,1.85,1.85,0.64,0.73,1.56,0.1,4.48,0.53,2.08,1.42,8.73
Sample Bank,123456,2025-02,IntHE,020201010105,02:HELOC,02:> 660,01:Canada,01:<= Three years old,01:< 80,05:180+ DPD,758,98.01,8.15,46,8.89,2.34,1.53,0.13,1.35,0.84,0.61,0.78,-0.16,1.6,0.84,1.03,0.99,16.21
Sample Bank,123456,2025-02,IntHE,020201010201,02:HELOC,02:> 660,01:Canada,01:<= Three years old,02:>= 80,01:Current & 1-29 DPD,916,7.31,25.34,3,3.38,3.07,1.38,0.54,0.76,0.51,0.03,1.35,0.51,2.67,1.83,2.83,1.12,16.1
Sample Bank,123456,2025-02,IntHE,020201010202,02:HELOC,02:> 660,01:Canada,01:<= Three years old,02:>= 80,02:30-89 DPD,63,87.12,30.97,11,4.3,1.35,2.07,1.69,0.52,1.63,0.88,2.53,0.33,2.39,0.75,2.41,0.46,23.36
Sample Bank,123456,2025-02,IntHE,020201010203,02:HELOC,02:> 660,01:Canada,01:<= Three years old,02:>= 80,03:90-119 DPD,838,93.96,39.45,15,6.29,4.23,2.08,2.85,0.7,0.96,0.64,2.6,-0.12,4.55,0.84,0.09,1.05,16.73
Sample Bank,123456,2025-02,IntHE,020201010204,02:HELOC,02:> 660,01:Canada,01:<= Three years old,02:>= 80,04:120-179 DPD,773,86.33,36.23,42,8.75,0.43,0.89,2.4,1.45,0.85,0.51,1.56,0.22,1.65,1.13,4.53,1.37,4.6
Sample Bank,123456,2025-02,IntHE,020201010205,02:HELOC,02:> 660,01:Canada,01:<= Three years old,02:>= 80,05:180+ DPD,782,54.65,14.03,31,8.35,3.15,0.82,2.43,1.26,0.75,0.9,1.61,-0.48,2.7,0.52,0.94,1.14,6.38
Sample Bank,123456,2025-02,IntHE,020201020101,02:HELOC,02:> 660,01:Canada,02:> Three years old,01:< 80,01:Current & 1-29 DPD,499,68.84,20.0,29,4.08,2.99,2.48,2.46,0.34,1.74,0.96,0.2,-0.9,1.2,0.91,2.6,0.83,2.76
Sample Bank,123456,2025-02,IntHE,020201020102,02:HELOC,02:> 660,01:Canada,02:> Three years old,01:< 80,02:30-89 DPD,39,4.8,3.24,43,0.21,3.16,2.32,1.36,1.1,0.53,0.39,0.48,0.02,4.08,1.7,3.99,0.19,28.78
Sample Bank,123456,2025-02,IntHE,020201020103,02:HELOC,02:> 660,01:Canada,02:> Three years old,01:< 80,03:90-119 DPD,437,96.53,44.82,4,3.85,4.39,0.18,0.13,0.69,0.15,0.65,2.99,-0.76,1.0,1.71,2.79,1.23,4.78
Sample Bank,123456,2025-02,IntHE,020201020104,02:HELOC,02:> 660,01:Canada,02:> Three years old,01:< 80,04:120-179 DPD,174,33.1,33.51,42,9.57,0.67,2.76,2.18,0.87,1.23,0.83,2.96,0.04,0.1,0.92,1.68,0.6,20.49
Sample Bank,123456,2025-02,IntHE,020201020105,02:HELOC,02:> 660,01:Canada,02:> Three years old,01:< 80,05:180+ DPD,351,57.41,19.39,35,7.23,0.76,0.42,1.16,0.06,0.32,0.6,2.09,-0.45,4.87,0.04,4.14,1.86,24.25
Sample Bank,123456,2025-02,IntHE,020201020201,02:HELOC,02:> 660,01:Canada,02:> Three years old,02:>= 80,01:Current & 1-29 DPD,877,91.3,16.42,36,1.45,2.06,0.32,1.27,1.66,0.23,0.01,1.41,-0.15,0.24,0.31,1.25,1.5,7.6
Sample Bank,123456,2025-02,IntHE,020201020202,02:HELOC,02:> 660,01:Canada,02:> Three years old,02:>= 80,02:30-89 DPD,662,96.77,29.38,2,9.07,1.2,0.35,0.14,1.25,1.19,0.1,1.33,0.05,3.75,1.01,2.14,1.59,20.79
Sample Bank,123456,2025-02,IntHE,020201020203,02:HELOC,02:> 660,01:Canada,02:> Three years old,02:>= 80,03:90-119 DPD,360,77.1,49.86,24,8.13,4.99,2.4,1.6,1.39,0.49,0.01,1.79,-0.14,3.11,1.48,2.61,0.93,3.44
Sample Bank,123456,2025-02,IntHE,020201020204,02:HELOC,02:> 660,01:Canada,02:> Three years old,02:>= 80,04:120-179 DPD,427,50.97,44.77,15,2.51,3.05,1.71,2.02,1.83,1.75,0.38,2.16,-0.78,1.71,0.72,1.38,0.56,7.59
Sample Bank,123456,2025-02,IntHE,020201020205,02:HELOC,02:> 660,01:Canada,02:> Three years old,02:>= 80,05:180+ DPD,383,93.75,23.84,26,2.73,4.1,1.18,2.95,0.1,0.41,0.96,0.67,-0.22,1.51,1.92,3.31,1.13,21.42
Sample Bank,123456,2025-02,IntHE,020202010101,02:HELOC,02:> 660,02:EMEA,01:<= Three years old,01:< 80,01:Current & 1-29 DPD,717,9.15,49.01,34,7.47,0.61,2.3,0.82,1.93,1.74,0.17,2.55,0.37,3.25,0.33,1.32,0.07,7.03
Sample Bank,123456,2025-02,IntHE,020202010102,02:HELOC,02:> 660,02:EMEA,01:<= Three years old,01:< 80,02:30-89 DPD,884,22.3,12.99,44,3.45,2.9,2.96,2.37,0.5,0.87,0.96,1.19,0.42,0.68,0.79,0.26,0.01,22.38
Sample Bank,123456,2025-02,IntHE,020202010103,02:HELOC,02:> 660,02:EMEA,01:<= Three years old,01:< 80,03:90-119 DPD,314,31.82,24.75,16,5.78,0.92,1.23,1.01,0.77,1.49,0.15,2.59,-0.02,1.4,0.48,2.19,0.25,26.59
Sample Bank,123456,2025-02,IntHE,020202010104,02:HELOC,02:> 660,02:EMEA,01:<= Three years old,01:< 80,04:120-179 DPD,216,18.52,1.02,11,4.13,4.55,0.68,1.31,1.69,1.56,0.43,1.99,-0.23,4.02,1.65,2.4,1.37,12.46
Sample Bank,123456,2025-02,IntHE,020202010105,02:HELOC,02:> 660,02:EMEA,01:<= Three years old,01:< 80,05:180+ DPD,24,78.81,17.52,6,0.55,0.41,1.77,2.5,1.19,1.85,0.91,2.28,-0.68,3.8,0.11,1.45,1.97,29.16
Sample Bank,123456,2025-02,IntHE,020202010201,02:HELOC,02:> 660,02:EMEA,01:<= Three years old,02:>= 80,01:Current & 1-29 DPD,409,13.75,47.73,47,1.27,1.77,2.33,1.46,0.48,1.61,0.28,2.65,0.83,1.46,1.35,0.29,0.66,23.14
Sample Bank,123456,2025-02,IntHE,020202010202,02:HELOC,02:> 660,02:EMEA,01:<= Three years old,02:>= 80,02:30-89 DPD,868,30.16,24.73,14,4.26,0.61,2.76,0.55,0.46,1.45,0.14,1.66,0.01,0.81,0.96,1.59,0.24,26.07
Sample Bank,123456,2025-02,IntHE,020202010203,02:HELOC,02:> 660,02:EMEA,01:<= Three years old,02:>= 80,03:90-119 DPD,900,30.47,29.22,35,7.02,0.51,2.14,2.31,1.24,0.34,0.93,2.37,-0.55,2.46,1.57,2.41,1.58,29.1
Sample Bank,123456,2025-02,IntHE,020202010204,02:HELOC,02:> 660,02:EMEA,01:<= Three years old,02:>= 80,04:120-179 DPD,595,83.28,49.75,34,8.65,0.06,1.35,1.44,0.9,1.61,0.38,1.57,-0.39,1.71,0.76,0.46,0.95,27.75
Sample Bank,123456,2025-02,IntHE,020202010205,02:HELOC,02:> 660,02:EMEA,01:<= Three years old,02:>= 80,05:180+ DPD,849,4.9,19.46,48,6.82,0.19,2.44,2.37,0.51,1.52,0.92,2.86,0.89,4.32,1.72,4.87,0.59,20.25
Sample Bank,123456,2025-02,IntHE,020202020101,02:HELOC,02:> 660,02:EMEA,02:> Three years old,01:< 80,01:Current & 1-29 DPD,610,71.38,8.14,36,9.58,2.92,1.76,0.37,0.3,0.17,0.11,1.44,-0.54,1.91,1.67,2.02,0.15,9.04
Sample Bank,123456,2025-02,IntHE,020202020102,02:HELOC,02:> 660,02:EMEA,02:> Three years old,01:< 80,02:30-89 DPD,228,13.79,32.38,34,9.42,4.55,0.41,0.9,0.86,1.71,0.26,0.05,0.45,1.94,1.88,2.15,0.91,22.2
Sample Bank,123456,2025-02,IntHE,020202020103,02:HELOC,02:> 660,02:EMEA,02:> Three years old,01:< 80,03:90-119 DPD,907,83.09,17.3,31,1.22,2.79,1.52,0.63,0.98,1.45,0.87,1.34,-0.41,4.25,0.14,1.85,1.58,24.66
Sample Bank,123456,2025-02,IntHE,020202020104,02:HELOC,02:> 660,02:EMEA,02:> Three years old,01:< 80,04:120-179 DPD,697,16.03,35.55,36,5.84,1.83,2.69,2.45,0.83,1.53,0.61,0.81,0.91,0.8,0.45,4.09,1.63,29.24
Sample Bank,123456,2025-02,IntHE,020202020105,02:HELOC,02:> 660,02:EMEA,02:> Three years old,01:< 80,05:180+ DPD,487,56.55,35.87,25,9.07,1.77,0.12,2.27,0.09,0.14,0.27,2.3,0.24,2.04,0.93,1.92,1.3,29.87
Sample Bank,123456,2025-02,IntHE,020202020201,02:HELOC,02:> 660,02:EMEA,02:> Three years old,02:>= 80,01:Current & 1-29 DPD,204,89.23,42.68,34,5.16,4.52,2.96,1.68,0.03,0.36,0.08,1.44,0.29,1.67,1.38,1.14,0.05,18.88
Sample Bank,123456,2025-02,IntHE,020202020202,02:HELOC,02:> 660,02:EMEA,02:> Three years old,02:>= 80,02:30-89 DPD,493,54.89,44.0,3,8.01,3.45,2.93,1.87,0.11,1.67,0.01,1.36,-0.48,3.14,1.04,2.2,1.03,28.52
Sample Bank,123456,2025-02,IntHE,020202020203,02:HELOC,02:> 660,02:EMEA,02:> Three years old,02:>= 80,03:90-119 DPD,725,78.85,27.73,48,0.5,3.91,1.5,0.22,0.72,0.61,0.34,1.49,0.58,1.27,1.05,0.14,1.19,11.77
Sample Bank,123456,2025-02,IntHE,020202020204,02:HELOC,02:> 660,02:EMEA,02:> Three years old,02:>= 80,04:120-179 DPD,282,4.58,41.65,29,5.83,1.36,2.14,0.92,1.2,0.4,0.75,0.29,-0.27,1.23,0.34,3.44,0.63,13.27
Sample Bank,123456,2025-02,IntHE,020202020205,02:HELOC,02:> 660,02:EMEA,02:> Three years old,02:>= 80,05:180+ DPD,241,17.74,20.22,2,6.85,0.49,0.36,1.0,1.44,0.75,0.56,0.26,-0.73,3.63,1.2,0.85,0.35,15.59
Sample Bank,123456,2025-02,IntHE,020203010101,02:HELOC,02:> 660,03:LATAM,01:<= Three years old,01:< 80,01:Current & 1-29 DPD,536,37.72,45.16,7,1.95,4.72,2.0,2.8,0.96,1.89,0.34,1.27,0.35,1.43,0.51,4.29,1.73,29.6
Sample Bank,123456,2025-02,IntHE,020203010102,02:HELOC,02:> 660,03:LATAM,01:<= Three years old,01:< 80,02:30-89 DPD,184,51.91,44.28,17,8.15,0.87,1.17,0.76,1.02,0.8,0.27,2.4,-0.05,3.86,0.33,1.27,0.49,1.11
Sample Bank,123456,2025-02,IntHE,020203010103,02:HELOC,02:> 660,03:LATAM,01:<= Three years old,01:< 80,03:90-119 DPD,963,14.08,26.57,15,8.48,0.91,0.08,2.07,0.28,1.03,0.51,1.94,0.83,4.7,1.99,2.21,1.64,28.89
Sample Bank,123456,2025-02,IntHE,020203010104,02:HELOC,02:> 660,03:LATAM,01:<= Three years old,01:< 80,04:120-179 DPD,706,85.51,20.79,31,4.21,3.14,1.81,2.75,1.63,0.68,1.0,1.32,-0.62,0.41,1.47,2.04,1.61,7.06
Sample Bank,123456,2025-02,IntHE,020203010105,02:HELOC,02:> 660,03:LATAM,01:<= Three years old,01:< 80,05:180+ DPD,302,9.43,43.6,37,9.63,2.0,1.95,2.98,0.34,0.43,0.87,0.46,0.58,4.55,1.68,2.87,1.8,22.91
Sample Bank,123456,2025-02,IntHE,020203010201,02:HELOC,02:> 660,03:LATAM,01:<= Three years old,02:>= 80,01:Current & 1-29 DPD,583,77.62,41.19,2,9.64,3.54,0.1,0.92,1.3,1.12,0.31,2.76,-0.67,3.22,1.53,4.87,1.53,3.03
Sample Bank,123456,2025-02,IntHE,020203010202,02:HELOC,02:> 660,03:LATAM,01:<= Three years old,02:>= 80,02:30-89 DPD,255,19.36,15.19,6,8.88,0.14,2.01,0.26,1.15,0.68,0.01,1.12,0.76,0.46,1.42,3.37,0.54,15.49
Sample Bank,123456,2025-02,IntHE,020203010203,02:HELOC,02:> 660,03:LATAM,01:<= Three years old,02:>= 80,03:90-119 DPD,425,97.71,45.64,41,3.15,1.76,0.02,2.58,1.68,1.48,0.96,0.5,1.0,3.63,0.26,2.96,1.4,29.12
Sample Bank,123456,2025-02,IntHE,020203010204,02:HELOC,02:> 660,03:LATAM,01:<= Three years old,02:>= 80,04:120-179 DPD,549,62.96,1.92,14,5.25,0.96,1.06,0.46,0.33,0.15,0.83,2.34,0.16,3.05,0.81,4.04,1.31,28.78
Sample Bank,123456,2025-02,IntHE,020203010205,02:HELOC,02:> 660,03:LATAM,01:<= Three years old,02:>= 80,05:180+ DPD,621,99.39,39.7,35,0.99,1.08,0.34,1.53,1.7,1.67,0.45,0.89,0.22,1.53,1.86,0.2,0.92,9.47
Sample Bank,123456,2025-02,IntHE,020203020101,02:HELOC,02:> 660,03:LATAM,02:> Three years old,01:< 80,01:Current & 1-29 DPD,67,60.09,41.93,16,0.86,0.2,2.87,0.15,0.4,1.96,0.45,2.98,0.55,0.11,1.02,2.4,1.88,1.08
Sample Bank,123456,2025-02,IntHE,020203020102,02:HELOC,02:> 660,03:LATAM,02:> Three years old,01:< 80,02:30-89 DPD,488,29.82,13.26,3,6.79,2.15,2.45,0.65,1.52,1.21,0.49,1.97,0.77,3.58,0.75,3.17,1.35,29.6
Sample Bank,123456,2025-02,IntHE,020203020103,02:HELOC,02:> 660,03:LATAM,02:> Three years old,01:< 80,03:90-119 DPD,877,49.65,39.18,48,1.39,4.63,0.62,0.56,1.54,1.07,0.52,1.06,-0.07,4.45,0.14,3.88,0.52,2.49
Sample Bank,123456,2025-02,IntHE,020203020104,02:HELOC,02:> 660,03:LATAM,02:> Three years old,01:< 80,04:120-179 DPD,602,56.73,43.25,2,1.42,2.13,1.16,2.3,1.74,0.67,0.85,2.52,-0.66,0.94,0.8,4.02,1.21,21.67
Sample Bank,123456,2025-02,IntHE,020203020105,02:HELOC,02:> 660,03:LATAM,02:> Three years old,01:< 80,05:180+ DPD,895,49.04,26.61,33,4.59,0.07,2.02,0.21,0.37,0.65,0.76,0.44,0.59,4.81,0.24,2.51,1.37,2.08
Sample Bank,123456,2025-02,IntHE,020203020201,02:HELOC,02:> 660,03:LATAM,02:> Three years old,02:>= 80,01:Current & 1-29 DPD,420,87.35,38.25,24,2.59,0.14,1.48,2.1,1.86,1.18,0.88,1.05,0.11,0.15,2.0,3.9,1.58,26.03
Sample Bank,123456,2025-02,IntHE,020203020202,02:HELOC,02:> 660,03:LATAM,02:> Three years old,02:>= 80,02:30-89 DPD,594,18.38,11.84,38,9.37,1.12,1.45,0.16,0.29,0.21,0.21,1.68,0.18,1.94,0.56,2.06,0.65,17.75
Sample Bank,123456,2025-02,IntHE,020203020203,02:HELOC,02:> 660,03:LATAM,02:> Three years old,02:>= 80,03:90-119 DPD,398,92.16,1.41,10,7.26,2.95,2.27,2.4,0.73,0.49,0.31,2.6,0.53,1.25,0.94,2.52,0.56,15.74
Sample Bank,123456,2025-02,IntHE,020203020204,02:HELOC,02:> 660,03:LATAM,02:> Three years old,02:>= 80,04:120-179 DPD,165,97.09,25.9,42,5.44,2.44,1.87,2.82,1.17,1.02,0.19,0.03,0.8,0.12,0.51,0.38,1.91,23.42
Sample Bank,123456,2025-02,IntHE,020203020205,02:HELOC,02:> 660,03:LATAM,02:> Three years old,02:>= 80,05:180+ DPD,766,60.53,13.43,30,9.77,1.16,0.32,0.16,1.59,0.92,0.09,2.04,0.15,4.23,0.9,4.46,0.04,21.55
Sample Bank,123456,2025-02,IntHE,020204010101,02:HELOC,02:> 660,04:APAC,01:<= Three years old,01:< 80,01:Current & 1-29 DPD,488,73.31,1.65,11,5.55,1.01,0.83,1.32,0.77,1.01,0.69,0.82,-0.32,0.57,1.12,2.71,0.95,29.73
Sample Bank,123456,2025-02,IntHE,020204010102,02:HELOC,02:> 660,04:APAC,01:<= Three years old,01:< 80,02:30-89 DPD,447,29.14,32.08,36,9.18,0.85,1.99,0.78,1.24,1.57,0.01,0.27,-0.16,3.15,1.58,2.19,0.67,2.11
Sample Bank,123456,2025-02,IntHE,020204010103,02:HELOC,02:> 660,04:APAC,01:<= Three years old,01:< 80,03:90-119 DPD,66,33.8,12.3,4,7.33,4.9,0.89,1.16,1.24,1.04,0.82,2.75,0.05,2.38,1.43,2.08,0.13,7.32
Sample Bank,123456,2025-02,IntHE,020204010104,02:HELOC,02:> 660,04:APAC,01:<= Three years old,01:< 80,04:120-179 DPD,402,14.44,47.87,43,9.29,4.43,1.73,2.15,0.06,1.67,1.0,2.43,0.67,4.32,0.87,2.95,0.16,1.98
Sample Bank,123456,2025-02,IntHE,020204010105,02:HELOC,02:> 660,04:APAC,01:<= Three years old,01:< 80,05:180+ DPD,67,19.31,25.53,13,2.66,2.13,0.29,0.75,1.7,1.77,0.18,1.16,-0.71,2.84,1.21,1.26,0.17,6.28
Sample Bank,123456,2025-02,IntHE,020204010201,02:HELOC,02:> 660,04:APAC,01:<= Three years old,02:>= 80,01:Current & 1-29 DPD,414,65.5,32.01,11,8.11,4.5,0.56,0.68,1.35,0.19,0.22,0.26,0.36,0.36,0.52,4.25,1.36,24.65
Sample Bank,123456,2025-02,IntHE,020204010202,02:HELOC,02:> 660,04:APAC,01:<= Three years old,02:>= 80,02:30-89 DPD,914,81.1,37.06,50,7.79,3.54,0.23,0.77,1.65,0.91,0.81,1.43,0.17,2.88,1.76,0.0,1.47,28.84
Sample Bank,123456,2025-02,IntHE,020204010203,02:HELOC,02:> 660,04:APAC,01:<= Three years old,02:>= 80,03:90-119 DPD,687,12.9,18.49,38,8.38,2.7,1.27,0.1,1.33,1.58,0.95,2.52,0.57,2.18,1.87,1.62,0.5,19.15
Sample Bank,123456,2025-02,IntHE,020204010204,02:HELOC,02:> 660,04:APAC,01:<= Three years old,02:>= 80,04:120-179 DPD,656,92.65,39.18,18,1.31,0.54,1.4,1.4,0.97,0.7,0.04,1.57,0.88,3.6,1.58,1.75,1.24,1.58
Sample Bank,123456,2025-02,IntHE,020204010205,02:HELOC,02:> 660,04:APAC,01:<= Three years old,02:>= 80,05:180+ DPD,956,83.67,39.74,16,8.47,0.86,0.73,1.4,1.57,0.9,0.19,2.67,0.8,0.76,0.39,1.52,0.31,8.35
Sample Bank,123456,2025-02,IntHE,020204020101,02:HELOC,02:> 660,04:APAC,02:> Three years old,01:< 80,01:Current & 1-29 DPD,455,13.77,22.98,49,4.25,3.9,2.82,1.4,0.03,1.82,1.0,0.97,-0.53,1.41,1.47,4.72,1.28,14.87
Sample Bank,123456,2025-02,IntHE,020204020102,02:HELOC,02:> 660,04:APAC,02:> Three years old,01:< 80,02:30-89 DPD,360,71.44,41.6,0,1.14,0.98,0.01,0.92,0.28,0.89,0.23,0.09,-0.91,2.28,0.31,0.38,0.88,5.5
Sample Bank,123456,2025-02,IntHE,020204020103,02:HELOC,02:> 660,04:APAC,02:> Three years old,01:< 80,03:90-119 DPD,328,17.4,21.25,26,0.28,0.09,1.18,0.28,1.94,1.57,0.29,0.58,-0.69,4.22,0.89,3.46,0.1,25.74
Sample Bank,123456,2025-02,IntHE,020204020104,02:HELOC,02:> 660,04:APAC,02:> Three years old,01:< 80,04:120-179 DPD,541,33.01,26.34,44,2.08,1.73,0.76,0.47,0.3,0.36,0.21,2.58,-0.01,4.21,1.63,3.25,0.91,11.77
Sample Bank,123456,2025-02,IntHE,020204020105,02:HELOC,02:> 660,04:APAC,02:> Three years old,01:< 80,05:180+ DPD,179,59.16,19.02,42,3.28,2.71,1.65,2.65,0.16,0.69,0.45,0.76,-0.57,1.05,1.16,3.7,0.99,12.94
Sample Bank,123456,2025-02,IntHE,020204020201,02:HELOC,02:> 660,04:APAC,02:> Three years old,02:>= 80,01:Current & 1-29 DPD,623,33.18,35.2,7,2.89,3.36,0.46,1.67,1.35,0.13,0.87,1.4,-0.01,2.05,1.58,1.25,1.62,17.75
Sample Bank,123456,2025-02,IntHE,020204020202,02:HELOC,02:> 660,04:APAC,02:> Three years old,02:>= 80,02:30-89 DPD,149,36.86,23.17,40,9.62,1.59,1.9,0.65,0.82,1.54,0.77,2.64,-0.63,0.58,0.9,2.91,1.72,7.42
Sample Bank,123456,2025-02,IntHE,020204020203,02:HELOC,02:> 660,04:APAC,02:> Three years old,02:>= 80,03:90-119 DPD,886,35.99,47.7,48,2.72,1.63,2.13,2.93,1.51,1.68,0.55,1.12,-0.53,3.37,1.58,1.97,0.1,1.7
Sample Bank,123456,2025-02,IntHE,020204020204,02:HELOC,02:> 660,04:APAC,02:> Three years old,02:>= 80,04:120-179 DPD,188,81.33,43.59,19,7.83,2.08,0.26,2.59,0.29,1.6,0.95,1.03,-0.48,2.47,0.01,3.43,0.06,24.57
Sample Bank,123456,2025-02,IntHE,020204020205,02:HELOC,02:> 660,04:APAC,02:> Three years old,02:>= 80,05:180+ DPD,591,11.08,5.52,41,1.05,1.76,1.35,2.58,1.06,0.17,0.17,2.69,-0.05,3.76,0.28,0.13,1.99,26.03
Sample Bank,123456,2025-02,IntHE,020301010101,02:HELOC,03:N/A,01:Canada,01:<= Three years old,01:< 80,01:Current & 1-29 DPD,114,24.59,17.6,17,3.49,0.02,1.33,1.3,0.74,1.25,0.94,2.56,-0.62,2.88,0.37,0.82,0.53,5.95
Sample Bank,123456,2025-02,IntHE,020301010102,02:HELOC,03:N/A,01:Canada,01:<= Three years old,01:< 80,02:30-89 DPD,515,15.91,21.0,43,8.19,1.06,0.78,0.94,1.93,0.57,0.0,2.91,-0.77,1.98,0.59,1.39,1.65,19.38
Sample Bank,123456,2025-02,IntHE,020301010103,02:HELOC,03:N/A,01:Canada,01:<= Three years old,01:< 80,03:90-119 DPD,456,37.05,43.29,36,9.32,4.86,2.61,1.34,0.21,0.75,0.01,1.87,0.75,4.45,0.01,3.74,0.48,22.87
Sample Bank,123456,2025-02,IntHE,020301010104,02:HELOC,03:N/A,01:Canada,01:<= Three years old,01:< 80,04:120-179 DPD,700,25.72,5.65,1,3.01,0.14,2.87,1.27,1.06,1.7,0.31,1.96,0.73,1.0,0.65,4.64,1.27,26.3
Sample Bank,123456,2025-02,IntHE,020301010105,02:HELOC,03:N/A,01:Canada,01:<= Three years old,01:< 80,05:180+ DPD,645,9.36,20.97,9,6.54,3.87,0.69,1.87,1.56,0.33,0.36,0.62,-0.6,4.77,1.51,0.26,1.81,2.21
Sample Bank,123456,2025-02,IntHE,020301010201,02:HELOC,03:N/A,01:Canada,01:<= Three years old,02:>= 80,01:Current & 1-29 DPD,369,66.79,24.61,3,8.52,3.89,2.47,2.11,1.0,1.34,0.13,2.17,0.54,3.88,0.48,2.38,0.15,5.79
Sample Bank,123456,2025-02,IntHE,020301010202,02:HELOC,03:N/A,01:Canada,01:<= Three years old,02:>= 80,02:30-89 DPD,936,21.74,9.56,20,7.25,2.88,1.2,1.4,1.15,1.82,0.02,1.67,0.04,3.09,0.34,3.41,1.99,17.79
Sample Bank,123456,2025-02,IntHE,020301010203,02:HELOC,03:N/A,01:Canada,01:<= Three years old,02:>= 80,03:90-119 DPD,264,96.74,22.28,11,4.94,2.68,0.75,2.94,0.37,0.67,0.62,2.68,-0.31,2.05,1.91,0.74,0.36,18.66
Sample Bank,123456,2025-02,IntHE,020301010204,02:HELOC,03:N/A,01:Canada,01:<= Three years old,02:>= 80,04:120-179 DPD,790,25.77,43.57,35,2.01,2.61,1.92,0.1,1.15,1.75,0.37,0.38,-0.58,0.17,0.94,1.07,1.61,25.99
Sample Bank,123456,2025-02,IntHE,020301010205,02:HELOC,03:N/A,01:Canada,01:<= Three years old,02:>= 80,05:180+ DPD,668,23.9,17.14,42,4.19,3.03,1.11,2.39,0.98,0.82,0.83,2.54,-0.88,1.58,0.44,3.37,1.39,15.1
Sample Bank,123456,2025-02,IntHE,020301020101,02:HELOC,03:N/A,01:Canada,02:> Three years old,01:< 80,01:Current & 1-29 DPD,821,75.5,35.4,28,2.7,1.37,0.21,2.97,0.98,1.59,0.27,0.52,0.64,4.61,1.88,1.71,0.08,2.3
